M_R_kNm_m,M_Rd_neg_kNm_m,M_Rd_pos_kNm_m,M_sec_neg_kNm_m,M_sec_pos_kNm_m,Px_total_kN,V_sec_neg_kN_m,V_sec_pos_kN_m,d_m,di_bw_mm,dp_m,ds_m,e_span_m,e_support_m,error,f_m,g0k_kN_m2,g1k_kN_m2,h_m,minimal_reinforcement_ok,n_bw,ok,pdx_kN_m,pdy_kN_m,pt_diagnosis,pt_m_rd_neg_kNm_m,pt_m_rd_pos_kNm_m,pt_m_sec_neg_kNm_m,pt_m_sec_pos_kNm_m,pt_q_bend_neg_kN_m2,pt_q_bend_pos_kN_m2,qk_zul_bending_kN_m2,qk_zul_gzt_kN_m2,qk_zul_shear_kN_m2,qs_class_neg,qs_class_pos,qs_req_neg,qs_req_pos,qu_bending_kN_m2,qu_shear_kN_m2,rc_M_R_pos_kNm_m,rc_M_Rd_neg_kNm_m,rc_M_Rd_pos_kNm_m,rc_qk_zul_bending_kN_m2,rc_qk_zul_gzt_kN_m2,rc_qk_zul_shear_kN_m2,rc_uls_governing_mode,rebar_xo_mm,rebar_xu_mm,rebar_yo_mm,rebar_yu_mm,s_bw_mm,sin_beta_x,sin_beta_y,uls_governing_mode,x_neg_m,x_neg_over_ds,x_pos_m,x_pos_over_d
273.49713945731804,-280.8779534265129,280.8779534265129,39.71154950000001,-29.039878000000005,2121.929883711008,-2.5594800000000015,2.5594800000000015,0.21999999999999997,16.0,0.24309011701057331,0.21999999999999997,0.1030901170105733,-0.1030901170105733,,0.2061802340211466,7.000000000000001,0.0,0.28,True,10,True,212.19298837110082,212.19298837110082,ductility class failed (neg 2>2 or pos 2>1),-280.8779534265129,280.8779534265129,39.71154950000001,-29.039878000000005,62.7005025540535,150.87622807119004,34.82533503603566,34.82533503603566,37.5793645956602,2,2,2,1,62.7005025540535,66.8315468934903,44.16533333333334,-236.89701794451037,236.89701794451037,0.0,0.0,25.582671587918462,bending,24.000000000000007,24.000000000000007,24.000000000000007,24.000000000000007,150.0,0.08247209360845864,0.08247209360845864,bending,0.09140798662694961,0.4154908483043165,0.09140798662694961,0.4154908483043165
278.95721418569605,-288.26954952154057,288.26954952154057,40.42068431249999,-29.558447249999993,2108.684565409699,-2.6051850000000014,2.6051850000000014,0.22499999999999992,16.0,0.24809011701057326,0.22499999999999992,0.10559011701057328,-0.10559011701057328,,0.21118023402114655,7.124999999999999,0.0,0.285,True,10,True,210.8684565409699,210.8684565409699,ductility class failed (neg 2>2 or pos 2>1),-288.26954952154057,288.26954952154057,40.42068431249999,-29.558447249999993,64.30631966270565,154.7807267769141,35.78337977513709,35.78337977513709,39.389162036974184,2,2,2,1,64.30631966270565,69.71499305546128,45.75675,-243.45338522156723,243.45338522156723,0.0,0.0,27.13166432395196,bending,24.000000000000007,24.000000000000007,24.000000000000007,24.000000000000007,150.0,0.08447209360845861,0.08447209360845861,bending,0.09132851471714176,0.40590450985396354,0.09132851471714176,0.40590450985396354
284.4341844010439,-295.65856531962845,295.65856531962845,41.129819125,-30.077016499999996,2096.0519450435772,-2.6508900000000013,2.6508900000000013,0.22999999999999993,16.0,0.25309011701057327,0.22999999999999993,0.10809011701057328,-0.10809011701057328,,0.21618023402114656,7.249999999999999,0.0,0.29,True,10,True,209.60519450435774,209.60519450435774,ductility class failed (neg 2>2 or pos 2>1),-295.65856531962845,295.65856531962845,41.129819125,-30.077016499999996,65.90788263132836,158.6746350470139,36.73858842088558,36.73858842088558,41.23991706293218,2,2,2,1,65.90788263132836,72.65987559439827,47.37633333333333,-250.00975249862424,250.00975249862424,0.0,0.0,28.72161464462946,bending,24.000000000000007,24.000000000000007,24.000000000000007,24.000000000000007,150.0,0.08647209360845862,0.08647209360845862,bending,0.09125271899494503,0.396750952151935,0.09125271899494503,0.396750952151935
289.9276739807802,-303.04518133692176,303.04518133692176,41.8389539375,-30.595585749999998,2083.990470667152,-2.696595000000001,2.696595000000001,0.23499999999999993,16.0,0.2580901170105733,0.23499999999999993,0.11059011701057328,-0.11059011701057328,,0.22118023402114656,7.375,0.0,0.295,True,10,True,208.39904706671516,208.39904706671516,ductility class failed (neg 2>2 or pos 2>1),-303.04518133692176,303.04518133692176,41.8389539375,-30.595585749999998,67.50633396318916,162.56079707731305,37.69172264212611,37.69172264212611,43.13162967353419,2,2,2,1,67.50633396318916,75.66619451030128,49.02408333333333,-256.5661197756812,256.5661197756812,0.0,0.0,30.35252254995098,bending,24.000000000000007,24.000000000000007,24.000000000000007,24.000000000000007,150.0,0.08847209360845862,0.08847209360845862,bending,0.09118035014868647,0.38800148999441064,0.09118035014868647,0.38800148999441064
295.43731132284034,-310.42956164961714,310.42956164961714,42.54808875,-31.114155,2072.4622645680633,-2.742300000000001,2.742300000000001,0.23999999999999994,16.0,0.2630901170105733,0.23999999999999994,0.11309011701057328,-0.11309011701057328,,0.22618023402114656,7.5,0.0,0.3,True,10,True,207.24622645680637,207.24622645680637,ductility class failed (neg 2>2 or pos 2>1),-310.42956164961714,310.42956164961714,42.54808875,-31.114155,69.10241599223329,166.44106086524582,38.64327732815553,38.64327732815553,45.06429986878019,2,2,2,1,69.10241599223329,78.73394980317028,50.7,-263.1224870527382,263.1224870527382,0.0,0.0,32.024388039916474,bending,24.000000000000007,24.000000000000007,24.000000000000007,24.000000000000007,150.0,0.09047209360845862,0.09047209360845862,bending,0.09111118091209194,0.37962992046704985,0.09111118091209194,0.37962992046704985
300.9627288568252,-317.81185572234216,317.81185572234216,43.2572235625,-31.63272425,2061.4327259328224,-2.788005000000001,2.788005000000001,0.24499999999999994,16.0,0.2680901170105733,0.24499999999999994,0.11559011701057328,-0.11559011701057328,,0.23118023402114657,7.625,0.0,0.305,True,10,True,206.14327259328226,206.14327259328226,ductility class failed (neg 2>2 or pos 2>1),-317.81185572234216,317.81185572234216,43.2572235625,-31.63272425,70.69663450984625,170.31668554922095,39.59358967323083,39.59358967323083,47.03792764867018,2,2,2,1,70.69663450984625,81.86314147300526,52.404083333333325,-269.6788543297951,269.6788543297951,0.0,0.0,33.73721111452598,bending,24.000000000000007,24.000000000000007,24.000000000000007,24.000000000000007,150.0,0.09247209360845862,0.09247209360845862,bending,0.0910450036802805,0.3716122599195123,0.0910450036802805,0.3716122599195123
306.5035626172434,-325.19219999800634,325.19219999800634,43.966358375,-32.1512935,2050.87018398259,-2.8337100000000026,2.8337100000000026,0.24999999999999994,16.0,0.2730901170105733,0.24999999999999994,0.11809011701057329,-0.11809011701057329,,0.23618023402114657,7.75,0.0,0.31,True,10,True,205.08701839825898,205.08701839825898,ductility class failed (neg 2>2 or pos 2>1),-325.19219999800634,325.19219999800634,43.966358375,-32.1512935,72.28934788566838,174.1885632697367,40.54289859044558,40.54289859044558,49.052513013204155,2,2,2,1,72.28934788566838,85.05376951980622,54.13633333333333,-276.23522160685206,276.23522160685206,0.0,0.0,35.49099177377946,bending,24.000000000000007,24.000000000000007,24.000000000000007,24.000000000000007,150.0,0.09447209360845862,0.09447209360845862,bending,0.09098162842857911,0.3639265137143165,0.09098162842857911,0.3639265137143165
312.05945186983774,-332.57071928463193,332.57071928463193,44.6754931875,-32.66986275,2040.7455942548145,-2.8794150000000007,2.8794150000000007,0.25499999999999995,16.0,0.2780901170105733,0.25499999999999995,0.12059011701057329,-0.12059011701057329,,0.24118023402114658,7.875,0.0,0.315,True,10,True,204.07455942548145,204.07455942548145,ductility class failed (neg 2>2 or pos 2>1),-332.57071928463193,332.57071928463193,44.6754931875,-32.66986275,73.88081850760747,178.05734722631803,41.49137900507165,41.49137900507165,51.10805596238214,2,2,2,1,73.88081850760747,88.3058339435732,55.89675,-282.7915888839091,282.7915888839091,0.0,0.0,37.285730017676954,bending,24.000000000000007,24.000000000000007,24.000000000000007,24.000000000000007,150.0,0.09647209360845863,0.09647209360845863,bending,0.09092088089021245,0.3565524740792646,0.09092088089021245,0.3565524740792646
317.63003878344847,-339.94752796876037,339.94752796876037,45.384628,-33.188432,2031.0322718965756,-2.925120000000003,2.925120000000003,0.25999999999999995,16.0,0.2830901170105733,0.25999999999999995,0.12309011701057329,-0.12309011701057329,,0.24618023402114658,8.0,0.0,0.32,True,10,True,203.10322718965756,203.10322718965756,feasible,-339.94752796876037,339.94752796876037,45.384628,-33.188432,69.18640887305698,82.74255647100821,38.24927258203799,38.24927258203799,53.20455649620411,1,1,2,1,69.18640887305698,91.61933474430616,57.68533333333333,-289.347956160966,289.347956160966,0.0,0.0,39.12142584621845,bending,24.000000000000007,24.000000000000007,24.000000000000007,24.000000000000007,150.0,0.09847209360845863,0.09847209360845863,bending,0.09086260095606302,0.349471542138704,0.09086260095606302,0.349471542138704
323.21496814106683,-347.32273108020354,347.32273108020354,46.093762812499996,-33.707001250000005,2021.7056568123423,-2.970825000000001,2.970825000000001,0.26499999999999996,16.0,0.2880901170105733,0.26499999999999996,0.1255901170105733,-0.1255901170105733,,0.2511802340211466,8.125,0.0,0.325,True,10,True,202.17056568123422,202.17056568123422,feasible,-347.32273108020354,347.32273108020354,46.093762812499996,-33.707001250000005,97.70862381895225,118.41822375901829,57.15158254596816,55.34201461467009,55.34201461467009,1,1,2,1,97.70862381895225,94.99427192200514,59.50208333333334,-295.90432343802297,295.90432343802297,42.946016372879754,40.99807925940393,40.99807925940393,shear,24.000000000000007,24.000000000000007,24.000000000000007,24.000000000000007,150.0,0.10047209360845863,0.10047209360845863,shear,0.09080664126555762,0.34266657081342505,0.09080664126555762,0.34266657081342505
