case,case_id,system,system_id,criterion,optimum,variant,span_l_m,qk_kN_m2,description,structural_system,section_type,geometry,materials,floor_buildup,qk_zul_gzt_kN_m2,w_app_mm,f1_Hz,acoustic_verified,GWP_struct [kg-CO2-eq/m2],GWP_total [kg-CO2-eq/m2],h_struct [m],h_total [m],m_struct [kN/m2],m_total [kN/m2],cost_struct [CHF/m2],cost_total [CHF/m2],geom_b,geom_h,geom_d,geom_ds,geom_c_nom,geom_dp,geom_c_nom_pt,geom_A_p,geom_e_support,geom_e_midspan,geom_l_x,geom_l_y,geom_Psx,geom_Psy,geom_pdx,geom_pdy,geom_Px_total,geom_Py_total,geom_b_w,geom_h_w,geom_h_c,geom_a_ribs,geom_s,geom_l0,geom_rebar_d,geom_rebar_s,geom_rebar_layers,geom_as_rebar,geom_a,geom_t2,geom_t3,geom_h_f,mat_readymixedconcrete_mech,mat_readymixedconcrete_product,mat_steelreinforcingbar_mech,mat_steelreinforcingbar_product,mat_prestressingsteel_mech,mat_prestressingsteel_product,mat_wood_mech,mat_wood_product,mat_connectortcc_mech,material_family,material_signature
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS2,C25/30' + 'B500B,rc_rec,7,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.50347 | d=0.47395 | ds=0.47983 | c_nom=0.02 | x,u: d=19 mm, s=150 mm | x,o: d=7 mm, s=150 mm | y,u: d=19 mm, s=150 mm | y,o: d=7 mm, s=150 mm | shear: d=0 mm, s=150 mm, n=0",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.3991,15.0958,True,128.7386422652867,150.1226422652867,0.5034711859868882,0.5774711859868882,12.58677964967221,13.9971796496722,256.597280772441,386.948280772441,1.0,0.50347,0.47395,0.47983,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS2,C25/30' + 'B500B,rc_rec,8,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.51253 | d=0.46382 | ds=0.46909 | c_nom=0.02 | x,u: d=19 mm, s=150 mm | x,o: d=8 mm, s=150 mm | y,u: d=19 mm, s=150 mm | y,o: d=8 mm, s=150 mm | shear: d=19 mm, s=150 mm, n=0",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.6517,11.7844,True,131.5515836741745,152.9355836741745,0.5125311483899836,0.5865311483899835,12.81327870974959,14.22367870974959,261.5296471721203,391.8806471721203,1.0,0.51253,0.46382,0.46909,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS2,C25/30' + 'B500B,rc_rec,10,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.57792 | d=0.53166 | ds=0.53278 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=10 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=10 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=0",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,1.2323,8.5909,True,136.1170871562834,157.5010871562833,0.5779226592242496,0.6519226592242495,14.44806648060624,15.85846648060624,244.3478560008561,374.6988560008562,1.0,0.57792,0.53166,0.53278,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,FIRE,C25/30' + 'B500B,rc_rec,3,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.3841 | d=0.33892 | ds=0.34117 | c_nom=0.02 | x,u: d=10 mm, s=150 mm | x,o: d=6 mm, s=150 mm | y,u: d=10 mm, s=150 mm | y,o: d=6 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=0",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.0244,61.0193,True,88.67301468457916,110.0570146845792,0.3840995473316939,0.4580995473316939,9.602488683292348,11.01288868329235,181.5376596407734,311.8886596407734,1.0,0.3841,0.33892,0.34117,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,FIRE,C25/30' + 'B500B,rc_rec,5,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.1776 | d=0.13139 | ds=0.13413 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=7 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=7 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=0",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,1.0966,9.0502,True,48.8119846944814,70.19598469448141,0.1776025768511006,0.2516025768511007,4.440064421277516,5.850464421277517,150.4583528880971,280.8093528880971,1.0,0.1776,0.13139,0.13413,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,FIRE,C25/30' + 'B500B,rc_rec,6,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.36096 | d=0.33339 | ds=0.33765 | c_nom=0.02 | x,u: d=15 mm, s=150 mm | x,o: d=7 mm, s=150 mm | y,u: d=15 mm, s=150 mm | y,o: d=7 mm, s=150 mm | shear: d=0 mm, s=150 mm, n=0",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.4488,14.2345,True,90.93193712342706,112.3159371234271,0.3609636652351399,0.4349636652351399,9.024091630878498,10.4344916308785,200.6105633431205,330.9615633431205,1.0,0.36096,0.33339,0.33765,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,FIRE,C25/30' + 'B500B,rc_rec,7,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.53666 | d=0.50278 | ds=0.51226 | c_nom=0.02 | x,u: d=26 mm, s=150 mm | x,o: d=7 mm, s=150 mm | y,u: d=26 mm, s=150 mm | y,o: d=7 mm, s=150 mm | shear: d=1 mm, s=150 mm, n=0",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.3473,16.1812,True,153.5152956764968,174.8992956764968,0.5366612276906552,0.6106612276906551,13.41653069226638,14.82693069226638,323.2038352412995,453.5548352412995,1.0,0.53666,0.50278,0.51226,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,FIRE,C25/30' + 'B500B,rc_rec,8,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.47625 | d=0.44321 | ds=0.45205 | c_nom=0.02 | x,u: d=26 mm, s=150 mm | x,o: d=8 mm, s=150 mm | y,u: d=26 mm, s=150 mm | y,o: d=8 mm, s=150 mm | shear: d=0 mm, s=150 mm, n=0",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.765,10.877,True,141.8124899850307,163.1964899850307,0.4762491928203713,0.5502491928203712,11.90622982050928,13.31662982050928,313.9731942733707,444.3241942733707,1.0,0.47625,0.44321,0.45205,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,FIRE,C25/30' + 'B500B,rc_rec,10,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.17769 | d=0.14096 | ds=0.13827 | c_nom=0.02 | x,u: d=9 mm, s=150 mm | x,o: d=15 mm, s=150 mm | y,u: d=9 mm, s=150 mm | y,o: d=15 mm, s=150 mm | shear: d=12 mm, s=150 mm, n=0",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,17.7449,2.2639,True,54.16395370898024,75.54795370898024,0.17769253591176,0.2516925359117601,4.442313397794001,5.852713397794001,168.3638033959658,298.7148033959658,1.0,0.17769,0.14096,0.13827,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,ULS,C30/37' + 'B500B,rc_rec,3,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.33308 | d=0.28791 | ds=0.29014 | c_nom=0.02 | x,u: d=10 mm, s=150 mm | x,o: d=6 mm, s=150 mm | y,u: d=10 mm, s=150 mm | y,o: d=6 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.0316,53.6325,True,74.13366360871228,95.51766360871228,0.3330755590300152,0.4070755590300152,8.32688897575038,9.73728897575038,170.8716771913382,301.2226771913382,1.0,0.33308,0.28791,0.29014,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,ULS,C30/37' + 'B500B,rc_rec,5,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.2589 | d=0.21195 | ds=0.21591 | c_nom=0.02 | x,u: d=14 mm, s=150 mm | x,o: d=6 mm, s=150 mm | y,u: d=14 mm, s=150 mm | y,o: d=6 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.4272,14.5,True,62.63481061668739,84.01881061668739,0.2589049614895215,0.3329049614895215,6.472624037238037,7.883024037238037,172.4116112184275,302.7626112184274,1.0,0.2589,0.21195,0.21591,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,ULS,C30/37' + 'B500B,rc_rec,6,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.16 | d=0.13252 | ds=0.13509 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=8 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=8 mm, s=150 mm | shear: d=1 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.7821,5.7169,True,43.06153847701543,64.44553847701543,0.1600004093764879,0.2340004093764879,4.000010234412198,5.410410234412199,155.0927722873087,285.4437722873087,1.0,0.16,0.13252,0.13509,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,ULS,C30/37' + 'B500B,rc_rec,7,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.51655 | d=0.48337 | ds=0.49291 | c_nom=0.02 | x,u: d=26 mm, s=150 mm | x,o: d=7 mm, s=150 mm | y,u: d=26 mm, s=150 mm | y,o: d=7 mm, s=150 mm | shear: d=0 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.3552,16.0011,True,136.4046969262431,157.7886969262431,0.5165506864257572,0.5905506864257571,12.91376716064393,14.32416716064393,321.618608913871,451.969608913871,1.0,0.51655,0.48337,0.49291,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,ULS,C30/37' + 'B500B,rc_rec,8,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.16 | d=0.13025 | ds=0.13123 | c_nom=0.02 | x,u: d=14 mm, s=150 mm | x,o: d=12 mm, s=150 mm | y,u: d=14 mm, s=150 mm | y,o: d=12 mm, s=150 mm | shear: d=3 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,8.7524,3.2158,True,45.92809489084141,67.31209489084142,0.1600000000000008,0.2340000000000008,4.00000000000002,5.41040000000002,168.1906476771836,298.5416476771836,1.0,0.16,0.13025,0.13123,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,ULS,C30/37' + 'B500B,rc_rec,10,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.16 | d=0.12993 | ds=0.12953 | c_nom=0.02 | x,u: d=14 mm, s=150 mm | x,o: d=15 mm, s=150 mm | y,u: d=14 mm, s=150 mm | y,o: d=15 mm, s=150 mm | shear: d=3 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,21.4719,2.0581,True,50.3195200085688,71.7035200085688,0.1600000000000575,0.2340000000000576,4.000000000001438,5.410400000001438,188.2554989825471,318.6064989825471,1.0,0.16,0.12993,0.12953,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS1,C30/37' + 'B500B,rc_rec,3,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.27823 | d=0.23345 | ds=0.23531 | c_nom=0.02 | x,u: d=10 mm, s=150 mm | x,o: d=6 mm, s=150 mm | y,u: d=10 mm, s=150 mm | y,o: d=6 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.0474,43.7409,True,62.28621833294277,83.67021833294277,0.2782315121424939,0.3522315121424939,6.955787803562346,8.366187803562347,156.7274705060896,287.0784705060896,1.0,0.27823,0.23345,0.23531,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS1,C30/37' + 'B500B,rc_rec,5,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.17761 | d=0.13126 | ds=0.13413 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=7 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=7 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,1.032,9.3289,True,45.13895742706266,66.52295742706266,0.1776053987055151,0.2516053987055151,4.440134967637878,5.850534967637877,151.7485404449929,282.099540444993,1.0,0.17761,0.13126,0.13413,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS1,C30/37' + 'B500B,rc_rec,6,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.16 | d=0.12846 | ds=0.13092 | c_nom=0.02 | x,u: d=14 mm, s=150 mm | x,o: d=9 mm, s=150 mm | y,u: d=14 mm, s=150 mm | y,o: d=9 mm, s=150 mm | shear: d=5 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.7821,5.7169,True,43.24634608136854,64.63034608136854,0.1600000000001399,0.2340000000001399,4.000000000003497,5.410400000003497,155.9374748099636,286.2884748099636,1.0,0.16,0.12846,0.13092,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS1,C30/37' + 'B500B,rc_rec,7,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.57053 | d=0.52394 | ds=0.52697 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=7 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=7 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.2863,17.8223,True,126.1779701817547,147.5619701817547,0.5705287799111085,0.6445287799111085,14.26321949777771,15.67361949777771,235.5351470307101,365.8861470307101,1.0,0.57053,0.52394,0.52697,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS1,C30/37' + 'B500B,rc_rec,8,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.48811 | d=0.44786 | ds=0.45686 | c_nom=0.02 | x,u: d=26 mm, s=150 mm | x,o: d=8 mm, s=150 mm | y,u: d=26 mm, s=150 mm | y,o: d=8 mm, s=150 mm | shear: d=7 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.6823,11.5173,True,131.4059684720738,152.7899684720738,0.4881067934989619,0.5621067934989619,12.20266983747405,13.61306983747405,319.5179607667559,449.8689607667559,1.0,0.48811,0.44786,0.45686,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS1,C30/37' + 'B500B,rc_rec,10,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.16 | d=0.13107 | ds=0.1307 | c_nom=0.02 | x,u: d=14 mm, s=150 mm | x,o: d=15 mm, s=150 mm | y,u: d=14 mm, s=150 mm | y,o: d=15 mm, s=150 mm | shear: d=2 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,21.4719,2.0581,True,50.11690030485417,71.50090030485417,0.1600000000000474,0.2340000000000474,4.000000000001185,5.410400000001186,187.3297097187988,317.6807097187988,1.0,0.16,0.13107,0.1307,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS2,C30/37' + 'B500B,rc_rec,3,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.28108 | d=0.23628 | ds=0.23812 | c_nom=0.02 | x,u: d=10 mm, s=150 mm | x,o: d=6 mm, s=150 mm | y,u: d=10 mm, s=150 mm | y,o: d=6 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.0463,44.253,True,62.92949026040625,84.31349026040625,0.2810831651046364,0.3550831651046364,7.02707912761591,8.43747912761591,157.5874436742844,287.9384436742844,1.0,0.28108,0.23628,0.23812,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS2,C30/37' + 'B500B,rc_rec,5,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.19697 | d=0.14809 | ds=0.15367 | c_nom=0.02 | x,u: d=18 mm, s=150 mm | x,o: d=7 mm, s=150 mm | y,u: d=18 mm, s=150 mm | y,o: d=7 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.8075,10.5466,True,55.44230919586472,76.82630919586472,0.1969675755836733,0.2709675755836733,4.924189389591834,6.334589389591835,184.7081991686061,315.059199168606,1.0,0.19697,0.14809,0.15367,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS2,C30/37' + 'B500B,rc_rec,6,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.16 | d=0.13268 | ds=0.13509 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=8 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=8 mm, s=150 mm | shear: d=1 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.7821,5.7169,True,42.72320968252036,64.10720968252036,0.1600000000022086,0.2340000000022086,4.000000000055214,5.410400000055214,153.547213384445,283.898213384445,1.0,0.16,0.13268,0.13509,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS2,C30/37' + 'B500B,rc_rec,7,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.50616 | d=0.47871 | ds=0.48179 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=7 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=7 mm, s=150 mm | shear: d=1 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.3712,15.6511,True,113.112979653134,134.496979653134,0.5061632530296187,0.5801632530296187,12.65408132574047,14.06448132574047,222.7701651866065,353.1211651866065,1.0,0.50616,0.47871,0.48179,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS2,C30/37' + 'B500B,rc_rec,8,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.50709 | d=0.46021 | ds=0.46541 | c_nom=0.02 | x,u: d=19 mm, s=150 mm | x,o: d=8 mm, s=150 mm | y,u: d=19 mm, s=150 mm | y,o: d=8 mm, s=150 mm | shear: d=17 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,0.6278,12.0068,True,121.2977745726257,142.6817745726257,0.5070904683597279,0.5810904683597279,12.6772617089932,14.0876617089932,259.4912426013198,389.8422426013198,1.0,0.50709,0.46021,0.46541,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Residential,residential,Rectangular concrete,res_rc_flat_walls,SLS2,C30/37' + 'B500B,rc_rec,10,2,conventionally reinforced,"2-way, full continuity, walls",rc_rec,"section_type=rc_rec | b=1.0 | h=0.4667 | d=0.43338 | ds=0.44109 | c_nom=0.02 | x,u: d=26 mm, s=150 mm | x,o: d=11 mm, s=150 mm | y,u: d=26 mm, s=150 mm | y,o: d=11 mm, s=150 mm | shear: d=0 mm, s=150 mm, n=0",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,1.8465,7.0182,True,127.8474128219767,149.2314128219767,0.4667000336242166,0.5407000336242166,11.66750084060542,13.07790084060542,318.8666836760567,449.2176836760567,1.0,0.4667,0.43338,0.44109,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
