system,target,target_column,feature,spearman_rho,abs_spearman_rho,n
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],m_struct [kN/m2],0.7620902256526348,0.7620902256526348,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],cost_total [CHF/m2],0.7522624997241458,0.7522624997241458,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],cost_struct [CHF/m2],0.7522469127924124,0.7522469127924124,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],span_l_m,0.7510510458184184,0.7510510458184184,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],geom_l0,0.7510510458184184,0.7510510458184184,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],f1_Hz,-0.7431164465907653,0.7431164465907653,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],w_app_mm,0.7416970019851298,0.7416970019851298,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],h_struct [m],0.7377195134828448,0.7377195134828448,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],h_total [m],0.7373762917933359,0.7373762917933359,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],geom_h,0.737320648181163,0.737320648181163,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],geom_h_w,0.7296585081151229,0.7296585081151229,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],qk_kN_m2,0.5878611686137827,0.5878611686137827,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],geom_b_w,0.5878611686137827,0.5878611686137827,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],geom_rebar_layers,0.21259735077171957,0.21259735077171957,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],geom_as_rebar,0.21259735077171957,0.21259735077171957,800
"TCC ribs, DBS",gwp_total,GWP_total [kg-CO2-eq/m2],geom_h_c,-0.21038783018255394,0.21038783018255394,800
